tasks,slots,true_energy,classical_best,classical_mean,classical_std,qaoa_best,qaoa_mean,qaoa_std,gap_classical,gap_qaoa,t_classical,t_qaoa
2,2,5.0,5.0,5.0,0.0,9.252414230785183,9.255609682412732,0.0017231157563146811,0.0,4.252414230785183,0.21866703033447266,0.014567852020263672
3,2,9.0,9.0,9.0,0.0,19.411524790651402,19.414836272730817,0.0018468303706405801,0.0,10.411524790651402,0.3365790843963623,0.07335305213928223
4,2,14.0,14.0,14.0,0.0,28.485606379389818,28.48966190150466,0.0030144153454777192,0.0,14.485606379389818,0.4978799819946289,0.3802509307861328
3,3,9.0,9.0,9.0,0.0,37.059392953727084,37.061657551832795,0.001684913076957565,0.0,28.059392953727084,0.5740220546722412,0.8839929103851318
